LOCALITY_PID,LOCALITY_NAME,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
NSW1215,DARBYS FALLS,12350,Cowra,1,Good,Good,0
NSW1217,DARGAN,14870,Lithgow,1,Good,Good,0
NSW1218,DARK CORNER,14870,Lithgow,1,Good,Good,0
NSW1219,DARKES FOREST,18400,Wollondilly,0.170149,Good,Good,0
NSW1219,DARKES FOREST,18450,Wollongong,0.829851,Good,Good,0
NSW122,BABYL CREEK,14550,Kyogle,1,Good,Good,0
NSW1220,DARKWOOD,10600,Bellingen,1,Good,Good,0
NSW1221,DARLING POINT,18500,Woollahra,1,Acceptable,Good,0
NSW1222,DARLINGHURST,17200,Sydney,1,Good,Good,0
NSW1223,DARLINGTON,17200,Sydney,1,Good,Good,0
NSW1224,DARLINGTON,17000,Singleton,1,Good,Good,0
NSW1225,DARLINGTON POINT,15560,Murrumbidgee,1,Good,Good,0
NSW1226,DARLOW,17080,Snowy Valleys,1,Good,Good,0
NSW1227,DAROOBALGIE,12900,Forbes,0.8788225,Good,Good,0
NSW1227,DAROOBALGIE,16200,Parkes,0.1211775,Good,Good,0
NSW1228,DARTBROOK,17620,Upper Hunter Shire,1,Good,Good,0
NSW1229,DARUKA,17310,Tamworth Regional,1,Good,Good,0
NSW123,BACK CREEK,13660,Gwydir,1,Good,Good,0
NSW1230,DAVIDSON,15990,Northern Beaches,1,Good,Good,0
NSW1231,DAVIS CREEK,17620,Upper Hunter Shire,1,Good,Good,0
NSW1232,DAVISTOWN,11650,Central Coast (NSW),1,Good,Good,0
NSW1233,DAWES POINT,17200,Sydney,1,Good,Good,0
NSW1234,DAYSDALE,12870,Federation,1,Good,Good,0
NSW1235,DEAN PARK,10750,Blacktown,1,Good,Good,0
NSW1236,DEAUVILLE,16380,Port Macquarie-Hastings,1,Good,Good,0
NSW1237,DEBENHAM,16380,Port Macquarie-Hastings,1,Good,Good,0
NSW1238,DEE WHY,15990,Northern Beaches,1,Good,Good,0
NSW1239,DEEP CREEK,11730,Clarence Valley,1,Good,Good,0
NSW124,BACK CREEK,17550,Tweed,1,Good,Good,0
NSW1240,DEEP CREEK,14550,Kyogle,1,Good,Good,0
NSW1241,DEEP CREEK,14350,Kempsey,1,Good,Good,0
NSW1242,DEEPWATER,13010,Glen Innes Severn,0.8702478,Good,Good,0
NSW1242,DEEPWATER,17400,Tenterfield,0.1297522,Good,Good,0
NSW1243,DEER VALE,10600,Bellingen,1,Good,Good,0
NSW1244,DELEGATE,17040,Snowy Monaro Regional,1,Good,Good,0
NSW1246,DELUNGRA,13660,Gwydir,0.1537941,Good,Good,0
NSW1246,DELUNGRA,14220,Inverell,0.8462059,Good,Good,0
NSW1247,DENHAM COURT,11500,Campbelltown (NSW),0.8579187,Good,Good,0
NSW1247,DENHAM COURT,14900,Liverpool,0.1420813,Good,Good,0
NSW1248,DENHAMS BEACH,12750,Eurobodalla,1,Good,Good,0
NSW1249,DENILIQUIN,12730,Edward River,0.9755404,Good,Good,0
NSW1249,DENILIQUIN,15520,Murray River,0.0244596,Good,Good,0
NSW125,BACK CREEK,10800,Bland,1,Good,Good,0
NSW1250,DENISTONE,16700,Ryde,1,Good,Good,0
NSW1251,DENISTONE EAST,16700,Ryde,1,Good,Good,0
NSW1252,DENISTONE WEST,16700,Ryde,1,Good,Good,0
NSW1253,DENMAN,15650,Muswellbrook,1,Good,Good,0
NSW1254,DEPOT BEACH,16950,Shoalhaven,1,Good,Good,0
NSW1255,DERRIWONG,12900,Forbes,0.000263,Good,Good,1
NSW1255,DERRIWONG,14600,Lachlan,0.999737,Good,Good,0
NSW1256,DEUA,12750,Eurobodalla,1,Good,Good,0
NSW1257,DEUA RIVER VALLEY,12750,Eurobodalla,1,Good,Good,0
NSW1258,DEVILS HOLE,10550,Bega Valley,1,Good,Good,0
NSW1259,DEWITT,15240,Mid-Coast,1,Good,Good,0
NSW126,BACK CREEK,16490,Queanbeyan-Palerang Regional,1,Good,Good,0
NSW1260,DHARRUK,10750,Blacktown,1,Good,Good,0
NSW1261,DHURAGOON,15520,Murray River,1,Good,Good,0
NSW1262,DIAMOND BEACH,15240,Mid-Coast,1,Good,Good,0
NSW1263,DIAMOND HEAD,16380,Port Macquarie-Hastings,1,Good,Good,0
NSW1264,DIEHARD,13010,Glen Innes Severn,1,Good,Good,0
NSW1265,DIGGERS CAMP,11730,Clarence Valley,1,Good,Good,0
NSW1266,DIGNAMS CREEK,10550,Bega Valley,0.494019,Good,Good,0
NSW1266,DIGNAMS CREEK,12750,Eurobodalla,0.505981,Good,Good,0
NSW1267,DILKOON,11730,Clarence Valley,1,Good,Good,0
NSW1269,DILPURRA,15520,Murray River,1,Good,Good,0
NSW127,BACK FOREST,16950,Shoalhaven,1,Good,Good,0
NSW1270,DINGO FOREST,15240,Mid-Coast,1,Good,Good,0
NSW1271,DINOGA,13660,Gwydir,1,Good,Good,0
NSW1272,DIRNASEER,14300,Junee,1,Good,Good,0
NSW1273,DIRTY CREEK,11730,Clarence Valley,0.1471251,Good,Good,0
NSW1273,DIRTY CREEK,11800,Coffs Harbour,0.8528749,Good,Good,0
NSW1274,DOBIES BIGHT,14550,Kyogle,0.3260649,Good,Good,0
NSW1274,DOBIES BIGHT,16610,Richmond Valley,0.6739351,Good,Good,0
NSW1275,DOCTOR GEORGE MOUNTAIN,10550,Bega Valley,1,Good,Good,0
NSW1276,DOCTORS GAP,14870,Lithgow,1,Good,Good,0
NSW1277,DOG ROCKS,16100,Oberon,1,Good,Good,0
NSW1278,DOLANS BAY,17150,Sutherland Shire,1,Good,Good,0
NSW1279,DOLLS POINT,10500,Bayside (NSW),1,Good,Good,0
NSW128,BACKMEDE,16610,Richmond Valley,1,Good,Good,0
NSW1280,DOLLYS FLAT,15240,Mid-Coast,1,Good,Good,0
NSW1281,DOLPHIN POINT,16950,Shoalhaven,1,Good,Good,0
NSW1282,DOMBARTON,18450,Wollongong,1,Good,Good,0
NSW1283,DONALD CREEK,10180,Armidale Regional,1,Good,Good,0
NSW1284,DONDINGALONG,14350,Kempsey,0.9999733,Good,Good,0
NSW1284,DONDINGALONG,16380,Port Macquarie-Hastings,2.67E-05,Good,Good,1
NSW1285,DONNELLYVILLE,15700,Nambucca Valley,1,Good,Good,0
NSW1286,DOON DOON,17550,Tweed,1,Good,Good,0
NSW1287,DOONBAH,16610,Richmond Valley,1,Good,Good,0
NSW1288,DOONSIDE,10750,Blacktown,1,Good,Good,0
NSW1289,DOORALONG,11650,Central Coast (NSW),1,Good,Good,0
NSW129,BACKWATER,10180,Armidale Regional,1,Good,Good,0
NSW1290,DORA CREEK,14650,Lake Macquarie,1,Good,Good,0
NSW1291,DORRIGO,10600,Bellingen,1,Good,Good,0
NSW1292,DORRIGO MOUNTAIN,10600,Bellingen,1,Good,Good,0
NSW1293,DORROUGHBY,14850,Lismore,1,Good,Good,0
NSW1294,DOUBLE BAY,18500,Woollahra,1,Acceptable,Good,0
NSW1295,DOUBTFUL CREEK,14550,Kyogle,1,Good,Good,0
NSW1296,DOUGLAS PARK,18400,Wollondilly,1,Good,Good,0
NSW1297,DOVER HEIGHTS,18050,Waverley,1,Good,Good,0
NSW1298,DOWNSIDE,17750,Wagga Wagga,1,Good,Good,0
NSW1299,DOYALSON,11650,Central Coast (NSW),1,Good,Good,0
NSW13,ABINGTON,17650,Uralla,1,Good,Good,0
NSW130,BADGERYS CREEK,14900,Liverpool,0.9431508,Good,Good,0
NSW130,BADGERYS CREEK,16350,Penrith,0.0568492,Good,Good,0
NSW1300,DOYALSON NORTH,11650,Central Coast (NSW),1,Good,Good,0
NSW1301,DOYLES CREEK,17000,Singleton,1,Good,Good,0
NSW1302,DOYLES RIVER,16380,Port Macquarie-Hastings,0.2857143,Good,Good,0
NSW1302,DOYLES RIVER,17850,Walcha,0.7142857,Good,Good,0
NSW1303,DRAKE,17400,Tenterfield,1,Good,Good,0
NSW1304,DRAKE VILLAGE,17400,Tenterfield,1,Good,Good,0
NSW1305,DRILDOOL,15750,Narrabri,1,Good,Good,0
NSW1306,DRIPSTONE,12390,Dubbo Regional,1,Good,Good,0
NSW1307,DRUMMOYNE,11520,Canada Bay,1,Good,Good,0
NSW1308,DRY CREEK,17620,Upper Hunter Shire,1,Good,Good,0
NSW1309,DRY PLAIN,17040,Snowy Monaro Regional,1,Good,Good,0
NSW131,BADJA,17040,Snowy Monaro Regional,1,Good,Good,0
NSW1310,DUBBO,12390,Dubbo Regional,1,Good,Good,0
NSW1311,DUCK CREEK,14550,Kyogle,1,Good,Good,0
NSW1312,DUCKENFIELD,15050,Maitland,1,Good,Good,0
NSW1313,DUCKMALOI,16100,Oberon,1,Good,Good,0
NSW1314,DUDLEY,14650,Lake Macquarie,1,Good,Good,0
NSW1315,DUFFYS FOREST,15990,Northern Beaches,1,Good,Good,0
NSW1316,DULGUIGAN,17550,Tweed,1,Good,Good,0
NSW1317,DULWICH HILL,14170,Inner West,1,Good,Good,0
NSW1318,DUM DUM,17550,Tweed,1,Good,Good,0
NSW1319,DUMARESQ,10180,Armidale Regional,0.9628578,Good,Good,0
NSW1319,DUMARESQ,17650,Uralla,0.0371422,Good,Good,0
NSW132,BAERAMI,15650,Muswellbrook,1,Good,Good,0
NSW1320,DUMARESQ ISLAND,15240,Mid-Coast,1,Good,Good,0
NSW1321,DUMBUDGERY,11730,Clarence Valley,1,Good,Good,0
NSW1322,DUNBIBLE,17550,Tweed,1,Good,Good,0
NSW1323,DUNBOGAN,16380,Port Macquarie-Hastings,1,Good,Good,0
NSW1324,DUNCANS CREEK,17310,Tamworth Regional,1,Good,Good,0
NSW1325,DUNDAS,16260,Parramatta,1,Acceptable,Good,0
NSW1326,DUNDAS VALLEY,16260,Parramatta,1,Acceptable,Good,0
NSW1327,DUNDEE,13010,Glen Innes Severn,1,Good,Good,0
NSW1329,DUNDURRABIN,11730,Clarence Valley,1,Good,Good,0
NSW133,BAERAMI CREEK,15650,Muswellbrook,1,Good,Good,0
NSW1330,DUNEDOO,18020,Warrumbungle Shire,1,Good,Good,0
NSW1331,DUNGARUBBA,14850,Lismore,1,Good,Good,0
NSW1333,DUNGAY,17550,Tweed,1,Good,Good,0
NSW1334,DUNGEREE,15270,Mid-Western Regional,1,Good,Good,0
NSW1335,DUNGOG,12700,Dungog,1,Good,Good,0
NSW1336,DUNGOWAN,17310,Tamworth Regional,1,Good,Good,0
NSW1337,DUNKELD,10470,Bathurst Regional,1,Good,Good,0
NSW1338,DUNMORE,16900,Shellharbour,1,Good,Good,0
NSW1339,DUNOLLY,17000,Singleton,1,Good,Good,0
NSW134,BAGNOO,16380,Port Macquarie-Hastings,1,Good,Good,0
NSW1340,DUNOON,14850,Lismore,1,Good,Good,0
NSW1341,DUNS CREEK,16400,Port Stephens,1,Good,Good,0
NSW1342,DUNVILLE LOOP,14870,Lithgow,1,Good,Good,0
NSW1343,DURAL,17000,Singleton,1,Good,Good,0
NSW1344,DURAL,14000,Hornsby,0.681993,Acceptable,Good,0
NSW1344,DURAL,17420,The Hills Shire,0.318007,Good,Good,0
NSW1345,DURAMANA,10470,Bathurst Regional,1,Good,Good,0
NSW1346,DURANBAH,17550,Tweed,1,Good,Good,0
NSW1347,DURI,17310,Tamworth Regional,1,Good,Good,0
NSW1348,DUROBY,17550,Tweed,1,Good,Good,0
NSW1349,DURRAN DURRA,16490,Queanbeyan-Palerang Regional,1,Good,Good,0
NSW135,BAGO,16380,Port Macquarie-Hastings,1,Good,Good,0
NSW1350,DURRAS NORTH,16950,Shoalhaven,1,Good,Good,0
NSW1352,DURREN DURREN,11650,Central Coast (NSW),1,Good,Good,0
NSW1353,DUVAL,10180,Armidale Regional,1,Good,Good,0
NSW1354,DYERS CROSSING,15240,Mid-Coast,1,Good,Good,0
NSW1355,DYRAABA,14550,Kyogle,1,Good,Good,0
NSW1356,DYRRING,17000,Singleton,1,Good,Good,0
NSW1357,EAGLE VALE,11500,Campbelltown (NSW),1,Good,Good,0
NSW1358,EAGLETON,16400,Port Stephens,1,Good,Good,0
NSW1359,EARLWOOD,11570,Canterbury-Bankstown,1,Good,Good,0
NSW136,BAGOTVILLE,10250,Ballina,1,Good,Good,0
NSW1360,EAST ALBURY,10050,Albury,1,Good,Good,0
NSW1361,EAST BALLINA,10250,Ballina,1,Good,Good,0
NSW1363,EAST BRANXTON,11720,Cessnock,1,Good,Good,0
NSW1364,EAST CORAKI,14850,Lismore,0.6937038,Good,Good,0
NSW1364,EAST CORAKI,16610,Richmond Valley,0.3062962,Good,Good,0
NSW1365,EAST CORRIMAL,18450,Wollongong,1,Good,Good,0
NSW1366,EAST GOSFORD,11650,Central Coast (NSW),1,Good,Good,0
NSW1367,EAST GRESFORD,12700,Dungog,1,Good,Good,0
NSW1368,EAST HILLS,11570,Canterbury-Bankstown,1,Good,Good,0
NSW1369,EAST JINDABYNE,17040,Snowy Monaro Regional,1,Good,Good,0
NSW137,BAKERS CREEK,15240,Mid-Coast,1,Good,Good,0
NSW1370,EAST KANGALOON,18350,Wingecarribee,1,Good,Good,0
NSW1371,EAST KEMPSEY,14350,Kempsey,1,Good,Good,0
NSW1372,EAST KILLARA,14500,Ku-ring-gai,1,Good,Good,0
NSW1373,EAST KURRAJONG,13800,Hawkesbury,1,Good,Good,0
NSW1374,EAST LINDFIELD,14500,Ku-ring-gai,0.9999977,Good,Good,0
NSW1374,EAST LINDFIELD,15990,Northern Beaches,2.30E-06,Good,Good,1
NSW1375,EAST LISMORE,14850,Lismore,1,Good,Good,0
NSW1376,EAST LYNNE,12750,Eurobodalla,0.2895757,Good,Good,0
NSW1376,EAST LYNNE,16950,Shoalhaven,0.7104243,Good,Good,0
NSW1377,EAST MAITLAND,15050,Maitland,1,Good,Good,0
NSW1378,EAST RYDE,16700,Ryde,1,Good,Good,0
NSW1379,EAST SEAHAM,16400,Port Stephens,1,Good,Good,0
NSW138,BAKERS CREEK,17650,Uralla,1,Good,Good,0
NSW1380,EAST TAMWORTH,17310,Tamworth Regional,1,Good,Good,0
NSW1381,EAST WAGGA WAGGA,17750,Wagga Wagga,1,Good,Good,0
NSW1382,EAST WARDELL,10250,Ballina,1,Good,Good,0
NSW1383,EASTERN CREEK,10750,Blacktown,1,Good,Good,0
NSW1384,EASTGARDENS,10500,Bayside (NSW),1,Good,Good,0
NSW1385,EASTLAKES,10500,Bayside (NSW),1,Good,Good,0
NSW1386,EASTWOOD,16260,Parramatta,0.2460583,Acceptable,Good,0
NSW1386,EASTWOOD,16700,Ryde,0.7539417,Good,Good,0
NSW1387,EATONSVILLE,11730,Clarence Valley,1,Good,Good,0
NSW1388,EBENEZER,13800,Hawkesbury,1,Good,Good,0
NSW1389,EBOR,10180,Armidale Regional,1,Good,Good,0
NSW139,BAKERS CREEK,15700,Nambucca Valley,1,Good,Good,0
NSW1390,ECCLESTON,12700,Dungog,1,Good,Good,0
NSW1391,EDDERTON,15650,Muswellbrook,1,Good,Good,0
NSW1392,EDEN,10550,Bega Valley,1,Good,Good,0
NSW1393,EDEN CREEK,14550,Kyogle,1,Good,Good,0
NSW1394,EDENSOR PARK,12850,Fairfield,1,Good,Good,0
NSW1395,EDENVILLE,14550,Kyogle,1,Good,Good,0
NSW1396,EDGECLIFF,18500,Woollahra,1,Acceptable,Good,0
NSW1397,EDGEROI,15750,Narrabri,1,Good,Good,0
NSW1398,EDGEWORTH,14650,Lake Macquarie,1,Good,Good,0
NSW1399,EDITH,16100,Oberon,1,Good,Good,0
NSW14,ACACIA GARDENS,10750,Blacktown,1,Good,Good,0
NSW140,BAKERS SWAMP,12390,Dubbo Regional,1,Good,Good,0
NSW1400,EDMONDSON PARK,14900,Liverpool,1,Good,Good,0
NSW1401,EDROM,10550,Bega Valley,1,Good,Good,0
NSW1402,EENAWEENA,17950,Warren,1,Good,Good,0
NSW1403,EGLINTON,10470,Bathurst Regional,1,Good,Good,0
NSW1404,EIGHTEEN MILE,11730,Clarence Valley,1,Good,Good,0
NSW1405,ELANDS,15240,Mid-Coast,0.9999425,Good,Good,0
NSW1405,ELANDS,16380,Port Macquarie-Hastings,5.75E-05,Good,Good,1
NSW1406,ELANORA HEIGHTS,15990,Northern Beaches,1,Good,Good,0
NSW1407,ELCOMBE,13660,Gwydir,0.9998002,Good,Good,0
NSW1407,ELCOMBE,15300,Moree Plains,0.0001998,Good,Good,1
NSW1408,ELDERSLIE,11450,Camden,1,Good,Good,0
NSW1409,ELDERSLIE,17000,Singleton,1,Good,Good,0
NSW141,BALALA,17650,Uralla,1,Good,Good,0
NSW1410,ELEEBANA,14650,Lake Macquarie,1,Good,Good,0
NSW1411,ELERMORE VALE,14650,Lake Macquarie,0.0169943,Good,Good,0
NSW1411,ELERMORE VALE,15900,Newcastle,0.9830057,Good,Good,0
NSW1412,ELIZABETH BAY,17200,Sydney,1,Good,Good,0
NSW1413,ELIZABETH BEACH,15240,Mid-Coast,1,Good,Good,0
NSW1414,ELLALONG,11720,Cessnock,1,Good,Good,0
NSW1415,ELLAND,11730,Clarence Valley,1,Good,Good,0
NSW1416,ELLANGOWAN,16610,Richmond Valley,1,Good,Good,0
NSW1417,ELLENBOROUGH,16380,Port Macquarie-Hastings,1,Good,Good,0
NSW1418,ELLERSLIE,17080,Snowy Valleys,1,Good,Good,0
NSW1419,ELLERSTON,17620,Upper Hunter Shire,1,Good,Good,0
NSW142,BALCOLYN,14650,Lake Macquarie,1,Good,Good,0
NSW1420,ELLIS LANE,11450,Camden,1,Good,Good,0
NSW1421,ELONG ELONG,12390,Dubbo Regional,0.8850858,Good,Good,0
NSW1421,ELONG ELONG,18020,Warrumbungle Shire,0.1149142,Good,Good,0
NSW1422,ELRINGTON,11720,Cessnock,1,Good,Good,0
NSW1423,ELSMORE,14220,Inverell,1,Good,Good,0
NSW1424,ELTHAM,14850,Lismore,1,Good,Good,0
NSW1425,ELVINA BAY,15990,Northern Beaches,1,Good,Good,0
NSW1426,EMERALD BEACH,11800,Coffs Harbour,1,Good,Good,0
NSW1427,EMERALD HILL,13550,Gunnedah,1,Good,Good,0
NSW1428,EMERTON,10750,Blacktown,1,Good,Good,0
NSW1429,EMMAVILLE,13010,Glen Innes Severn,0.9999602,Good,Good,0
NSW1429,EMMAVILLE,14220,Inverell,1.99E-05,Good,Good,1
NSW1429,EMMAVILLE,17400,Tenterfield,1.99E-05,Good,Good,1
NSW143,BALD BLAIR,10180,Armidale Regional,1,Good,Good,0
NSW1430,EMPIRE BAY,11650,Central Coast (NSW),1,Good,Good,0
NSW1431,EMPIRE VALE,10250,Ballina,1,Good,Good,0
NSW1432,EMU HEIGHTS,16350,Penrith,1,Good,Good,0
NSW1433,EMU PLAINS,16350,Penrith,1,Good,Good,0
NSW1434,EMU SWAMP,11400,Cabonne,0.7792132,Good,Good,0
NSW1434,EMU SWAMP,16150,Orange,0.2207868,Good,Good,0
NSW1435,ENDRICK,16950,Shoalhaven,1,Good,Good,0
NSW1436,ENFIELD,11300,Burwood,1,Acceptable,Good,0
NSW1437,ENGADINE,17150,Sutherland Shire,1,Good,Good,0
NSW1438,ENGLORIE PARK,11500,Campbelltown (NSW),1,Good,Good,0
NSW1439,ENMORE,14170,Inner West,1,Good,Good,0
NSW144,BALD HILLS,10550,Bega Valley,1,Good,Good,0
NSW1440,ENMORE,10180,Armidale Regional,1,Good,Good,0
NSW1441,ENNGONIA,11150,Bourke,0.9776986,Good,Good,0
NSW1441,ENNGONIA,11200,Brewarrina,0.0223014,Good,Good,0
NSW1442,ENVIRONA,16490,Queanbeyan-Palerang Regional,1,Good,Good,0
NSW1443,EPPING,14000,Hornsby,0.0013811,Acceptable,Good,1
NSW1443,EPPING,16260,Parramatta,0.9986189,Acceptable,Good,0
NSW1444,ERARING,14650,Lake Macquarie,1,Good,Good,0
NSW1445,EREMERANG,11750,Cobar,1,Good,Good,0
NSW1446,ERIGOLIA,11600,Carrathool,1,Good,Good,0
NSW1447,ERIN VALE,14300,Junee,1,Good,Good,0
NSW1448,ERINA,11650,Central Coast (NSW),1,Good,Good,0
NSW1449,ERINA HEIGHTS,11650,Central Coast (NSW),1,Good,Good,0
NSW145,BALD NOB,13010,Glen Innes Severn,1,Good,Good,0
NSW1450,ERMINGTON,16260,Parramatta,1,Acceptable,Good,0
NSW1451,EROWAL BAY,16950,Shoalhaven,1,Good,Good,0
NSW1452,ERROWANBANG,10850,Blayney,1,Good,Good,0
NSW1454,ERSKINE PARK,16350,Penrith,1,Good,Good,0
NSW1455,ERSKINEVILLE,17200,Sydney,1,Good,Good,0
NSW1456,ERUDGERE,15270,Mid-Western Regional,1,Good,Good,0
NSW1458,ESCHOL PARK,11500,Campbelltown (NSW),1,Good,Good,0
NSW1459,ESK,11730,Clarence Valley,0.25,Good,Good,0
NSW1459,ESK,16610,Richmond Valley,0.75,Good,Good,0
NSW146,BALD RIDGE,10470,Bathurst Regional,0.0005869,Good,Good,1
NSW146,BALD RIDGE,16100,Oberon,0.9994131,Good,Good,0
NSW1460,ESSINGTON,16100,Oberon,1,Good,Good,0
NSW1461,ESTELLA,17750,Wagga Wagga,1,Good,Good,0
NSW1462,ETTALONG BEACH,11650,Central Coast (NSW),1,Good,Good,0
NSW1463,ETTAMOGAH,10050,Albury,1,Good,Good,0
NSW1464,ETTREMA,16950,Shoalhaven,1,Good,Good,0
NSW1465,ETTRICK,14550,Kyogle,1,Good,Good,0
NSW1466,EUABALONG,11750,Cobar,0.824022,Good,Good,0
NSW1466,EUABALONG,14600,Lachlan,0.175978,Good,Good,0
NSW1467,EUABALONG WEST,11750,Cobar,1,Good,Good,0
NSW1468,EUBERTA,17750,Wagga Wagga,1,Good,Good,0
NSW1469,EUCHAREENA,12390,Dubbo Regional,1,Good,Good,0
NSW147,BALDERSLEIGH,10180,Armidale Regional,1,Good,Good,0
NSW1470,EUCUMBENE,17040,Snowy Monaro Regional,1,Good,Good,0
NSW1471,EUGOWRA,11400,Cabonne,0.8660287,Good,Good,0
NSW1471,EUGOWRA,12900,Forbes,0.1339713,Good,Good,0
NSW1472,EULAH CREEK,15750,Narrabri,1,Good,Good,0
NSW1474,EUMUNGERIE,12390,Dubbo Regional,0.9890814,Good,Good,0
NSW1474,EUMUNGERIE,12950,Gilgandra,0.0109186,Good,Good,0
NSW1475,EUNANOREENYA,17750,Wagga Wagga,1,Good,Good,0
NSW1476,EUNGAI CREEK,15700,Nambucca Valley,1,Good,Good,0
NSW1477,EUNGAI RAIL,15700,Nambucca Valley,1,Good,Good,0
NSW1478,EUNGELLA,17550,Tweed,1,Good,Good,0
NSW1479,EUREKA,11350,Byron,1,Good,Good,0
NSW148,BALDRY,11400,Cabonne,1,Good,Good,0
NSW1480,EURIMBLA,11400,Cabonne,0.4888938,Good,Good,0
NSW1480,EURIMBLA,12390,Dubbo Regional,0.5111062,Good,Good,0
NSW1481,EUROBODALLA,12750,Eurobodalla,1,Good,Good,0
NSW1482,EUROKA,14350,Kempsey,1,Good,Good,0
NSW1483,EUROLEY,14750,Leeton,0.4026732,Good,Good,0
NSW1483,EUROLEY,15800,Narrandera,0.5973268,Good,Good,0
NSW1484,EURONGILLY,14300,Junee,1,Good,Good,0
NSW1485,EURUNDEREE,15270,Mid-Western Regional,1,Good,Good,0
NSW1486,EUSTON,10300,Balranald,0.9855395,Good,Good,0
NSW1486,EUSTON,18200,Wentworth,0.0144605,Good,Good,0
NSW1487,EVANS HEAD,16610,Richmond Valley,1,Good,Good,0
NSW1488,EVANS PLAINS,10470,Bathurst Regional,1,Good,Good,0
NSW1489,EVELEIGH,17200,Sydney,1,Good,Good,0
NSW149,BALFOURS PEAK,13660,Gwydir,1,Good,Good,0
NSW1490,EVIRON,17550,Tweed,1,Good,Good,0
NSW1491,EWINGAR,11730,Clarence Valley,1,Good,Good,0
NSW1492,EWINGSDALE,11350,Byron,1,Good,Good,0
NSW1493,EXETER,18350,Wingecarribee,1,Good,Good,0
NSW1494,FAILFORD,15240,Mid-Coast,1,Good,Good,0
NSW1495,FAIRFIELD,12380,Cumberland,0.008366,Good,Good,1
NSW1495,FAIRFIELD,12850,Fairfield,0.991634,Good,Good,0
NSW1496,FAIRFIELD EAST,12850,Fairfield,1,Good,Good,0
NSW1497,FAIRFIELD HEIGHTS,12850,Fairfield,1,Good,Good,0
NSW1498,FAIRFIELD WEST,12850,Fairfield,1,Good,Good,0
NSW1499,FAIRHOLME,14600,Lachlan,1,Good,Good,0
NSW15,ADAMINABY,17040,Snowy Monaro Regional,1,Good,Good,0
NSW150,BALGOWLAH,15990,Northern Beaches,1,Good,Good,0
NSW1500,FAIRLIGHT,15990,Northern Beaches,1,Good,Good,0
NSW1501,FAIRY HILL,16610,Richmond Valley,1,Good,Good,0
NSW1502,FAIRY MEADOW,18450,Wollongong,1,Good,Good,0
NSW1503,FALBROOK,17000,Singleton,1,Good,Good,0
NSW1504,FALCONER,10180,Armidale Regional,1,Good,Good,0
NSW1505,FALLS CREEK,16950,Shoalhaven,1,Good,Good,0
NSW1506,FAR MEADOW,16950,Shoalhaven,1,Good,Good,0
NSW1507,FARGUNYAH,14950,Lockhart,1,Good,Good,0
NSW1508,FARLEY,15050,Maitland,1,Good,Good,0
NSW1509,FARMBOROUGH HEIGHTS,18450,Wollongong,1,Good,Good,0
NSW151,BALGOWLAH HEIGHTS,15990,Northern Beaches,1,Good,Good,0
NSW1510,FARNHAM,12390,Dubbo Regional,1,Good,Good,0
NSW1511,FARRANTS HILL,17550,Tweed,1,Good,Good,0
NSW1512,FARRINGDON,16490,Queanbeyan-Palerang Regional,1,Good,Good,0
NSW1513,FASSIFERN,14650,Lake Macquarie,1,Good,Good,0
NSW1514,FAULCONBRIDGE,10900,Blue Mountains,1,Good,Good,0
NSW1515,FAULKLAND,15240,Mid-Coast,1,Good,Good,0
NSW1516,FAWCETTS PLAIN,14550,Kyogle,1,Good,Good,0
NSW1517,FEDERAL,11350,Byron,1,Good,Good,0
NSW1518,FENNELL BAY,14650,Lake Macquarie,1,Good,Good,0
NSW1519,FERN BAY,16400,Port Stephens,1,Good,Good,0
NSW152,BALGOWNIE,18450,Wollongong,1,Good,Good,0
NSW1520,FERN GULLY,17000,Singleton,1,Good,Good,0
NSW1521,FERNANCES,13800,Hawkesbury,1,Good,Good,0
NSW1522,FERNBANK CREEK,16380,Port Macquarie-Hastings,1,Good,Good,0
NSW1523,FERNBROOK,10600,Bellingen,1,Good,Good,0
NSW1524,FERNHILL,18450,Wollongong,1,Good,Good,0
NSW1525,FERNLEIGH,10250,Ballina,1,Good,Good,0
NSW1526,FERNMOUNT,10600,Bellingen,1,Good,Good,0
NSW1527,FERNSIDE,14850,Lismore,1,Good,Good,0
NSW1528,FERNVALE,17550,Tweed,1,Good,Good,0
NSW1529,FERODALE,16400,Port Stephens,1,Good,Good,0
NSW153,BALICKERA,16400,Port Stephens,1,Good,Good,0
NSW1530,FIDDLETOWN,14000,Hornsby,1,Acceptable,Good,0
NSW1531,FIFIELD,14600,Lachlan,1,Good,Good,0
NSW1532,FIGTREE,18450,Wollongong,1,Good,Good,0
NSW1533,FINDON CREEK,14550,Kyogle,1,Good,Good,0
NSW1534,FINE FLOWER,11730,Clarence Valley,1,Good,Good,0
NSW1535,FINGAL BAY,16400,Port Stephens,1,Good,Good,0
NSW1536,FINGAL HEAD,17550,Tweed,1,Good,Good,0
NSW1537,FINLEY,10650,Berrigan,0.9870193,Good,Good,0
NSW1537,FINLEY,15560,Murrumbidgee,0.0129807,Good,Good,0
NSW1538,FIREFLY,15240,Mid-Coast,1,Good,Good,0
NSW154,BALLADORAN,12950,Gilgandra,1,Good,Good,0
NSW1540,FISHERMANS BAY,16400,Port Stephens,1,Good,Good,0
